tree_rec,common_name,genus,species,status_text,address,street_direction,street_name,street_type,trunk_dia,fetched_on,municipality,lon,lat
74463,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,1680,E,CALIFORNIA,BLVD,25.0,2024-05-28,Pasadena,-118.1156488,34.1357889
74465,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,1690,E,CALIFORNIA,BLVD,24.0,2024-05-28,Pasadena,-118.115509,34.135789
74466,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,1690,E,CALIFORNIA,BLVD,24.0,2024-05-28,Pasadena,-118.1153858,34.1357914
74471,DEODAR CEDAR,CEDRUS,DEODARA,Active,1725,E,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.1147548,34.1359542
74473,HOLLY OAK,QUERCUS,ILEX,Active,1755,E,CALIFORNIA,BLVD,18.0,2024-05-28,Pasadena,-118.1141422,34.1359584
74474,DEODAR CEDAR,CEDRUS,DEODARA,Active,1760,E,CALIFORNIA,BLVD,2.0,2024-05-28,Pasadena,-118.1139528,34.1357928
74475,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1765,E,CALIFORNIA,BLVD,11.0,2024-05-28,Pasadena,-118.1139863,34.1359621
74476,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1765,E,CALIFORNIA,BLVD,17.0,2024-05-28,Pasadena,-118.1138697,34.1359609
74479,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2720,E,CALIFORNIA,BLVD,11.0,2024-05-28,Pasadena,-118.0941528,34.135653
74480,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2720,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.0941438,34.1356557
74481,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2720,E,CALIFORNIA,BLVD,7.0,2024-05-28,Pasadena,-118.0940761,34.1356458
74482,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2720,E,CALIFORNIA,BLVD,14.0,2024-05-28,Pasadena,-118.0940414,34.1356472
74483,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2720,E,CALIFORNIA,BLVD,14.0,2024-05-28,Pasadena,-118.0939936,34.1356569
74484,BRAZILIAN PEPPER,SCHINUS,TEREBINTHIFOLIUS,Active,2720,E,CALIFORNIA,BLVD,27.0,2024-05-28,Pasadena,-118.0938632,34.1356556
74485,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2720,E,CALIFORNIA,BLVD,17.0,2024-05-28,Pasadena,-118.0942281,34.1355871
74488,HOLLY OAK,QUERCUS,ILEX,Active,2725,E,CALIFORNIA,BLVD,19.0,2024-05-28,Pasadena,-118.0940638,34.1358336
74489,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2725,E,CALIFORNIA,BLVD,15.0,2024-05-28,Pasadena,-118.0943162,34.1360989
74490,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2740,E,CALIFORNIA,BLVD,2.0,2024-05-28,Pasadena,-118.0938022,34.1356543
74491,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2740,E,CALIFORNIA,BLVD,4.0,2024-05-28,Pasadena,-118.093638,34.1356578
74492,SILVER DOLLAR TREE,EUCALYPTUS,CINEREA,Active,2740,E,CALIFORNIA,BLVD,17.0,2024-05-28,Pasadena,-118.0935257,34.1356538
74493,SILVER DOLLAR TREE,EUCALYPTUS,CINEREA,Active,2740,E,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.0935191,34.1356524
74494,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2786,E,CALIFORNIA,BLVD,43.0,2024-05-28,Pasadena,-118.0932947,34.1356581
74495,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,2786,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.0930084,34.1356562
74498,JAPANESE MAPLE,ACER,PALMATUM,Active,2804,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.092977,34.1356604
74499,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2804,E,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.0928995,34.1356632
74501,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2804,E,CALIFORNIA,BLVD,33.0,2024-05-28,Pasadena,-118.0925777,34.1356662
74503,HOLLY OAK,QUERCUS,ILEX,Active,2815,E,CALIFORNIA,BLVD,4.0,2024-05-28,Pasadena,-118.0923243,34.1358486
74505,CORK OAK,QUERCUS,SUBER,Active,2820,E,CALIFORNIA,BLVD,30.0,2024-05-28,Pasadena,-118.0922839,34.1356637
74506,CORK OAK,QUERCUS,SUBER,Active,2820,E,CALIFORNIA,BLVD,11.0,2024-05-28,Pasadena,-118.0921618,34.1356638
74507,CORK OAK,QUERCUS,SUBER,Active,2820,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.0920628,34.1356638
74508,HOLLY OAK,QUERCUS,ILEX,Active,2835,E,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.0918253,34.135853
74509,ENGLISH WALNUT,JUGLANS,REGIA,Active,2840,E,CALIFORNIA,BLVD,9.0,2024-05-28,Pasadena,-118.0912351,34.1356719
74510,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2840,E,CALIFORNIA,BLVD,9.0,2024-05-28,Pasadena,-118.0910629,34.1356767
74511,HOLLY OAK,QUERCUS,ILEX,Active,2845,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.091563,34.1358532
74516,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2870,E,CALIFORNIA,BLVD,4.0,2024-05-28,Pasadena,-118.0903201,34.1356844
74517,HOLLY OAK,QUERCUS,ILEX,Active,2875,E,CALIFORNIA,BLVD,15.0,2024-05-28,Pasadena,-118.0910887,34.1358582
74518,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,2885,E,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.0909496,34.1358623
74519,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,2885,E,CALIFORNIA,BLVD,13.0,2024-05-28,Pasadena,-118.0906891,34.1361741
74520,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,2885,E,CALIFORNIA,BLVD,14.0,2024-05-28,Pasadena,-118.0906874,34.1360019
74521,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,2905,E,CALIFORNIA,BLVD,11.0,2024-05-28,Pasadena,-118.0905435,34.1361778
74522,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,2905,E,CALIFORNIA,BLVD,10.0,2024-05-28,Pasadena,-118.0905407,34.1360233
74523,WEEPING BOTTLE BRUSH,CALLISTEMON,VIMINALIS,Active,2930,E,CALIFORNIA,BLVD,7.0,2024-05-28,Pasadena,-118.0900693,34.1356868
74524,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2930,E,CALIFORNIA,BLVD,13.0,2024-05-28,Pasadena,-118.0900318,34.1356843
74525,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2930,E,CALIFORNIA,BLVD,15.0,2024-05-28,Pasadena,-118.0900302,34.1356739
74526,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2930,E,CALIFORNIA,BLVD,18.0,2024-05-28,Pasadena,-118.0900114,34.1356765
74529,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2930,E,CALIFORNIA,BLVD,3.0,2024-05-28,Pasadena,-118.0898025,34.1356812
74530,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2930,E,CALIFORNIA,BLVD,7.0,2024-05-28,Pasadena,-118.0897571,34.1356773
74531,SAUCER MAGNOLIA,MAGNOLIA,SOULANGIANA,Active,2930,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.0894448,34.1356886
74533,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2945,E,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.0897522,34.1358674
74534,SHAMEL ASH,FRAXINUS,UHDEI,Active,2955,E,CALIFORNIA,BLVD,30.0,2024-05-28,Pasadena,-118.0888115,34.1358901
74535,HOLLY OAK,QUERCUS,ILEX,Active,2955,E,CALIFORNIA,BLVD,5.0,2024-05-28,Pasadena,-118.0887011,34.1358755
74536,SHAMEL ASH,FRAXINUS,UHDEI,Active,2955,E,CALIFORNIA,BLVD,14.0,2024-05-28,Pasadena,-118.088615,34.1358921
74537,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2955,E,CALIFORNIA,BLVD,12.0,2024-05-28,Pasadena,-118.0886138,34.1358848
74538,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2970,E,CALIFORNIA,BLVD,9.0,2024-05-28,Pasadena,-118.0891519,34.1356945
74540,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2970,E,CALIFORNIA,BLVD,24.0,2024-05-28,Pasadena,-118.0889143,34.1356912
74541,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2990,E,CALIFORNIA,BLVD,12.0,2024-05-28,Pasadena,-118.0887188,34.1356972
74542,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,3000,E,CALIFORNIA,BLVD,19.0,2024-05-28,Pasadena,-118.0883153,34.1355746
74543,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,3000,E,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.0883179,34.1353777
74544,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3030,E,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.0877694,34.1357069
74545,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,3042,E,CALIFORNIA,BLVD,21.0,2024-05-28,Pasadena,-118.0874658,34.1357285
74546,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,3042,E,CALIFORNIA,BLVD,10.0,2024-05-28,Pasadena,-118.0874125,34.1357356
74547,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3065,E,CALIFORNIA,BLVD,14.0,2024-05-28,Pasadena,-118.0872248,34.1359591
74551,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3089,E,CALIFORNIA,BLVD,21.0,2024-05-28,Pasadena,-118.0865664,34.1360039
74552,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3123,E,CALIFORNIA,BLVD,27.0,2024-05-28,Pasadena,-118.0859704,34.1360062
74555,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3140,E,CALIFORNIA,BLVD,42.0,2024-05-28,Pasadena,-118.0856156,34.135827
74560,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3140,E,CALIFORNIA,BLVD,22.0,2024-05-28,Pasadena,-118.0854169,34.1358201
74561,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3141,E,CALIFORNIA,BLVD,28.0,2024-05-28,Pasadena,-118.0856295,34.1360083
74562,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3141,E,CALIFORNIA,BLVD,18.0,2024-05-28,Pasadena,-118.0854475,34.1360085
74563,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3150,E,CALIFORNIA,BLVD,24.0,2024-05-28,Pasadena,-118.0852434,34.1358284
74565,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3151,E,CALIFORNIA,BLVD,21.0,2024-05-28,Pasadena,-118.0852804,34.1360024
74566,CAROLINA LAUREL CHERRY,PRUNUS,CAROLINIANA,Active,3151,E,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.0851103,34.1360112
74567,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3180,E,CALIFORNIA,BLVD,31.0,2024-05-28,Pasadena,-118.0847504,34.1357762
74568,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3200,E,CALIFORNIA,BLVD,21.0,2024-05-28,Pasadena,-118.0844383,34.1357183
74569,TREE OF HEAVEN,AILANTHUS,ALTISSIMA,Active,3201,E,CALIFORNIA,BLVD,18.0,2024-05-28,Pasadena,-118.0841348,34.1359191
74570,XYLOSMA,XYLOSMA,CONGESTUM,Active,3201,E,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.0841512,34.1359106
74571,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3210,E,CALIFORNIA,BLVD,28.0,2024-05-28,Pasadena,-118.0842556,34.1357116
74573,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,3210,E,CALIFORNIA,BLVD,27.0,2024-05-28,Pasadena,-118.0838698,34.1357162
74574,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3215,E,CALIFORNIA,BLVD,23.0,2024-05-28,Pasadena,-118.0840218,34.1359038
74580,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,625,S,FAIR OAKS,AVE,0.0,2024-05-28,Pasadena,-118.1507876,34.1356587
74581,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,625,S,FAIR OAKS,AVE,0.0,2024-05-28,Pasadena,-118.1508981,34.1356557
74584,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,100,W,CALIFORNIA,BLVD,9.0,2024-05-28,Pasadena,-118.1521482,34.1356569
74585,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,100,W,CALIFORNIA,BLVD,7.0,2024-05-28,Pasadena,-118.1522797,34.1356549
74586,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,100,W,CALIFORNIA,BLVD,13.0,2024-05-28,Pasadena,-118.1524334,34.1356537
74588,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,100,W,CALIFORNIA,BLVD,8.0,2024-05-28,Pasadena,-118.1527131,34.1356515
74589,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,100,W,CALIFORNIA,BLVD,10.0,2024-05-28,Pasadena,-118.1535131,34.1356492
74590,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,100,W,CALIFORNIA,BLVD,15.0,2024-05-28,Pasadena,-118.153638,34.135649
74591,BRISBANE BOX,TRISTANIA,CONFERTA,Active,100,W,CALIFORNIA,BLVD,0.0,2024-05-28,Pasadena,-118.153795,34.1356488
74592,BRISBANE BOX,TRISTANIA,CONFERTA,Active,95,W,CALIFORNIA,BLVD,0.0,2024-05-28,Pasadena,-118.1523182,34.1358869
74593,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,18.0,2024-05-28,Pasadena,-118.1641666,34.1434464
74594,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,16.0,2024-05-28,Pasadena,-118.164168,34.1434032
74595,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,14.0,2024-05-28,Pasadena,-118.1641609,34.1432678
74596,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,15.0,2024-05-28,Pasadena,-118.1641642,34.143309
74598,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,16.0,2024-05-28,Pasadena,-118.1641669,34.1432322
74599,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,15.0,2024-05-28,Pasadena,-118.1641568,34.1432166
74600,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,130,,CALIFORNIA,TER,21.0,2024-05-28,Pasadena,-118.1641451,34.1431602
74602,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,149,,CALIFORNIA,TER,10.0,2024-05-28,Pasadena,-118.164295,34.1430223
74603,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,154,,CALIFORNIA,TER,22.0,2024-05-28,Pasadena,-118.1641498,34.1429868
74604,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,95,W,CALIFORNIA,BLVD,2.0,2024-05-28,Pasadena,-118.1522076,34.1358891
74605,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,145,W,CALIFORNIA,BLVD,2.0,2024-05-28,Pasadena,-118.1527529,34.1358947
74606,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,145,W,CALIFORNIA,BLVD,11.0,2024-05-28,Pasadena,-118.1529237,34.135882
74607,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,161,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.1534237,34.1358792
74608,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,161,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.153587,34.1358853
74609,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,161,W,CALIFORNIA,BLVD,24.0,2024-05-28,Pasadena,-118.1537302,34.1358851
74610,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,5.0,2024-05-28,Pasadena,-118.1539942,34.1359851
74611,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.1539994,34.1360603
74612,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.1539995,34.1361417
74613,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.1539972,34.1362671
74614,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,4.0,2024-05-28,Pasadena,-118.1539982,34.1367685
74615,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,5.0,2024-05-28,Pasadena,-118.1540027,34.1365262
74616,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,5.0,2024-05-28,Pasadena,-118.1539979,34.1366118
74617,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.1540005,34.136687
74618,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,155,W,CALIFORNIA,BLVD,3.0,2024-05-28,Pasadena,-118.1539983,34.1368416
74621,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,156,,CALIFORNIA,TER,14.0,2024-05-28,Pasadena,-118.1641482,34.1428883
74622,VICTORIAN BOX,PITTOSPORUM,UNDULATUM,Active,157,,CALIFORNIA,TER,24.0,2024-05-28,Pasadena,-118.1642944,34.1429037
74623,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,175,,CALIFORNIA,TER,1.0,2024-05-28,Pasadena,-118.1643219,34.1425856
74624,SILK OAK,GREVILLEA,ROBUSTA,Active,190,W,CALIFORNIA,BLVD,33.0,2024-05-28,Pasadena,-118.1543765,34.1356798
74625,BRUSH CHERRY,EUGENIA,PANICULATA,Active,584,S,SAINT JOHN,AVE,38.0,2024-05-28,Pasadena,-118.1555082,34.1355795
74626,BRUSH CHERRY,EUGENIA,PANICULATA,Active,584,S,SAINT JOHN,AVE,25.0,2024-05-28,Pasadena,-118.1555058,34.1355054
74627,SILK OAK,GREVILLEA,ROBUSTA,Active,216,W,CALIFORNIA,BLVD,27.0,2024-05-28,Pasadena,-118.1548005,34.1356842
74628,SILK OAK,GREVILLEA,ROBUSTA,Active,216,W,CALIFORNIA,BLVD,25.0,2024-05-28,Pasadena,-118.1547368,34.135681
74629,SILK OAK,GREVILLEA,ROBUSTA,Active,584,S,SAINT JOHN,AVE,27.0,2024-05-28,Pasadena,-118.155121,34.1356855
74630,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,280,W,CALIFORNIA,BLVD,15.0,2024-05-28,Pasadena,-118.1558396,34.1356783
74631,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,280,W,CALIFORNIA,BLVD,20.0,2024-05-28,Pasadena,-118.1560144,34.1356753
74632,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,280,W,CALIFORNIA,BLVD,20.0,2024-05-28,Pasadena,-118.156164,34.1356751
74633,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,280,W,CALIFORNIA,BLVD,26.0,2024-05-28,Pasadena,-118.156296,34.1356743
74634,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,280,W,CALIFORNIA,BLVD,20.0,2024-05-28,Pasadena,-118.1564305,34.1356741
74635,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,280,W,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.1566827,34.1356766
74636,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,265,W,CALIFORNIA,BLVD,28.0,2024-05-28,Pasadena,-118.1557811,34.1358329
74637,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,265,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.1559014,34.1358307
74638,VICTORIAN BOX,PITTOSPORUM,UNDULATUM,Active,295,,CALIFORNIA,TER,4.0,2024-05-28,Pasadena,-118.1642192,34.1407027
74639,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,295,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.1566176,34.135823
74640,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,295,W,CALIFORNIA,BLVD,28.0,2024-05-28,Pasadena,-118.1567129,34.1358248
74641,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,295,W,CALIFORNIA,BLVD,12.0,2024-05-28,Pasadena,-118.1568285,34.1358284
74642,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,310,W,CALIFORNIA,BLVD,13.0,2024-05-28,Pasadena,-118.1569719,34.1356734
74643,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,310,W,CALIFORNIA,BLVD,24.0,2024-05-28,Pasadena,-118.1571148,34.1356718
74644,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,330,W,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.1576174,34.1356711
74646,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,339,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.157401,34.135821
74647,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,339,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.1574577,34.135821
74648,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,339,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.1575053,34.1358209
74649,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,339,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.1575574,34.1358171
74650,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,351,,CALIFORNIA,TER,15.0,2024-05-28,Pasadena,-118.1642009,34.1397702
74651,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,351,,CALIFORNIA,TER,10.0,2024-05-28,Pasadena,-118.1642007,34.1396564
74652,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,353,W,CALIFORNIA,BLVD,28.0,2024-05-28,Pasadena,-118.1576731,34.1358207
74653,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,358,W,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.1580092,34.1356734
74654,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,359,,CALIFORNIA,TER,20.0,2024-05-28,Pasadena,-118.1642005,34.1395572
74655,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,359,,CALIFORNIA,TER,14.0,2024-05-28,Pasadena,-118.1642004,34.1394808
74656,CALIFORNIA FAN PALM,WASHINGTONIA,FILIFERA,Active,365,W,CALIFORNIA,BLVD,29.0,2024-05-28,Pasadena,-118.1580993,34.1358182
74658,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,600,S,ORANGE GROVE,BLVD,15.0,2024-05-28,Pasadena,-118.1581891,34.1356732
74660,HOLLY OAK,QUERCUS,ILEX,Active,380,,CALIFORNIA,TER,13.0,2024-05-28,Pasadena,-118.1640618,34.1391591
74661,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,381,,CALIFORNIA,TER,17.0,2024-05-28,Pasadena,-118.1641965,34.1391551
74662,SWAMP GUM,EUCALYPTUS,RUDIS,Active,381,,CALIFORNIA,TER,23.0,2024-05-28,Pasadena,-118.1641973,34.1390909
74663,SWAMP GUM,EUCALYPTUS,RUDIS,Active,389,,CALIFORNIA,TER,14.0,2024-05-28,Pasadena,-118.1641965,34.1390331
74664,SWAMP GUM,EUCALYPTUS,RUDIS,Active,389,,CALIFORNIA,TER,19.0,2024-05-28,Pasadena,-118.164185,34.1390114
74665,SWAMP GUM,EUCALYPTUS,RUDIS,Active,389,,CALIFORNIA,TER,19.0,2024-05-28,Pasadena,-118.1641997,34.1389855
74666,SWAMP GUM,EUCALYPTUS,RUDIS,Active,389,,CALIFORNIA,TER,14.0,2024-05-28,Pasadena,-118.1641996,34.1389597
74667,SWAMP GUM,EUCALYPTUS,RUDIS,Active,389,,CALIFORNIA,TER,9.0,2024-05-28,Pasadena,-118.1642061,34.1389393
74668,BLACK ACACIA,ACACIA,MELANOXYLON,Active,392,,CALIFORNIA,TER,39.0,2024-05-28,Pasadena,-118.1640663,34.1389402
74669,HOLLY OAK,QUERCUS,ILEX,Active,399,,CALIFORNIA,TER,14.0,2024-05-28,Pasadena,-118.1642093,34.138908
74670,TULIP TREE,LIRIODENDRON,TULIPIFERA,Active,411,,CALIFORNIA,TER,9.0,2024-05-28,Pasadena,-118.1642953,34.138545
74671,HOLLY OAK,QUERCUS,ILEX,Active,411,,CALIFORNIA,TER,15.0,2024-05-28,Pasadena,-118.1645139,34.1384925
74672,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,411,,CALIFORNIA,TER,12.0,2024-05-28,Pasadena,-118.1645942,34.1384933
74673,LIVE OAK,QUERCUS,AGRIFOLIA,Active,422,,CALIFORNIA,TER,16.0,2024-05-28,Pasadena,-118.1641855,34.1384554
74678,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,435,W,CALIFORNIA,BLVD,14.0,2024-05-28,Pasadena,-118.1595834,34.1358128
74679,TABEBUIA IMPETIGINOS,TABEBUIA,IMPETIGINOSA,Active,450,,CALIFORNIA,TER,7.0,2024-05-28,Pasadena,-118.164433,34.138065
74680,TABEBUIA IMPETIGINOS,TABEBUIA,IMPETIGINOSA,Active,450,,CALIFORNIA,TER,5.0,2024-05-28,Pasadena,-118.1644711,34.1380219
74681,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,453,,CALIFORNIA,TER,7.0,2024-05-28,Pasadena,-118.164627,34.1380304
74682,BRISBANE BOX,LOPHOSTEMON,CONFERTUS,Active,455,W,CALIFORNIA,BLVD,6.0,2024-05-28,Pasadena,-118.1599458,34.1358105
74686,HOLLY OAK,QUERCUS,ILEX,Active,461,,CALIFORNIA,TER,20.0,2024-05-28,Pasadena,-118.1647228,34.137894
74687,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,469,,CALIFORNIA,TER,19.0,2024-05-28,Pasadena,-118.1648112,34.1376941
74688,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,476,W,CALIFORNIA,BLVD,16.0,2024-05-28,Pasadena,-118.160341,34.1356636
74689,LIVE OAK,QUERCUS,AGRIFOLIA,Active,477,,CALIFORNIA,TER,30.0,2024-05-28,Pasadena,-118.1648374,34.1375839
