tree_rec,common_name,genus,species,status_text,address,street_direction,street_name,street_type,trunk_dia,fetched_on,municipality,lon,lat
144855,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,2941,,PALOMA,ST,16.0,2024-05-28,Pasadena,-118.0897217,34.159491
144858,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,1.0,2024-05-28,Pasadena,-118.0888597,34.1585904
144859,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,1.0,2024-05-28,Pasadena,-118.0887652,34.1585937
144860,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,1.0,2024-05-28,Pasadena,-118.0885908,34.1585954
144861,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,2.0,2024-05-28,Pasadena,-118.0884914,34.1585955
144863,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,2.0,2024-05-28,Pasadena,-118.0882508,34.1585997
144864,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,1.0,2024-05-28,Pasadena,-118.0881319,34.1586014
144865,VALLEY OAK,QUERCUS,LOBATA,Active,3005,E,ORANGE GROVE,BLVD,2.0,2024-05-28,Pasadena,-118.0880189,34.1586039
144866,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,2959,,PALOMA,ST,2.0,2024-05-28,Pasadena,-118.088914,34.1595041
144867,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,2959,,PALOMA,ST,2.0,2024-05-28,Pasadena,-118.0890092,34.1595032
144869,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3660,,SHADOW GROVE,RD,2.0,2024-05-28,Pasadena,-118.0740958,34.1576556
144870,LEMON,CITRUS,LIMON,Active,3650,,SHADOW GROVE,RD,4.0,2024-05-28,Pasadena,-118.0745272,34.1576895
144871,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,3640,,SHADOW GROVE,RD,1.0,2024-05-28,Pasadena,-118.0746473,34.1577013
144872,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,3640,,SHADOW GROVE,RD,10.0,2024-05-28,Pasadena,-118.074555,34.1576966
144873,EDIBLE FIG,FICUS,CARICA,Active,3630,,SHADOW GROVE,RD,3.0,2024-05-28,Pasadena,-118.0748489,34.1577356
144874,MALUS DOMESTICA,APPLE,SPP,Active,3630,,SHADOW GROVE,RD,3.0,2024-05-28,Pasadena,-118.0748451,34.1577215
144875,WHITE MULBERRY,MORUS,ALBA,Active,3630,,SHADOW GROVE,RD,15.0,2024-05-28,Pasadena,-118.0749525,34.1577402
144876,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3630,,SHADOW GROVE,RD,6.0,2024-05-28,Pasadena,-118.0749695,34.1577402
144877,COAST REDWOOD,SEQUOIA,SEMPERVIRENS,Active,3540,,SHADOW GROVE,RD,34.0,2024-05-28,Pasadena,-118.0769559,34.157813
144878,PLANTING SITE-SMALL,PLANTING SITE,SMALL,Active,1625,,CARRIAGE HOUSE,RD,0.0,2024-05-28,Pasadena,-118.06999,34.1743656
144879,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.0857626,34.1430987
144880,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.0856936,34.1431377
144881,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.0856308,34.1431703
144882,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.085566,34.1432012
144883,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.0854955,34.143229
144884,PLANTING SITE-SMALL,PLANTING SITE,SMALL,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.0853212,34.1432703
144885,PLANTING SITE-SMALL,PLANTING SITE,SMALL,Active,170,S,KINNELOA,AVE,0.0,2024-05-28,Pasadena,-118.0852278,34.1432839
144886,LIVE OAK,QUERCUS,AGRIFOLIA,Active,433,N,ALTADENA,DR,2.0,2024-05-28,Pasadena,-118.0987188,34.153548
144888,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,433,N,ALTADENA,DR,19.0,2024-05-28,Pasadena,-118.0992263,34.1533669
144889,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,433,N,ALTADENA,DR,16.0,2024-05-28,Pasadena,-118.0992262,34.1532772
144890,LEMON,CITRUS,LIMON,Active,2995,,MARGARET,DR,5.0,2024-05-28,Pasadena,-118.0886289,34.1435143
144894,PURPLE-LEAF PLUM,PRUNUS,CERASIFERA,Active,3022,,MARGARET,DR,8.0,2024-05-28,Pasadena,-118.0879842,34.1433972
144895,WEEPING FIG,FICUS,BENJAMINA,Active,3012,,MARGARET,DR,2.0,2024-05-28,Pasadena,-118.0881723,34.143407
144896,SAUCER MAGNOLIA,MAGNOLIA,SOULANGIANA,Active,3012,,MARGARET,DR,5.0,2024-05-28,Pasadena,-118.0882876,34.1434106
144897,SILVER MAPLE,ACER,SACCHARINUM,Active,156,,EL NIDO,AVE,30.0,2024-05-28,Pasadena,-118.0891125,34.1434023
144898,SILVER MAPLE,ACER,SACCHARINUM,Active,156,,EL NIDO,AVE,23.0,2024-05-28,Pasadena,-118.0891865,34.1433968
144900,LEMON,CITRUS,LIMON,Active,130,S,SUNNYSLOPE,AVE,2.0,2024-05-28,Pasadena,-118.0901963,34.1438995
144901,LEMON,CITRUS,LIMON,Active,130,S,SUNNYSLOPE,AVE,2.0,2024-05-28,Pasadena,-118.09014,34.1438988
144902,LEMON,CITRUS,LIMON,Active,130,S,SUNNYSLOPE,AVE,2.0,2024-05-28,Pasadena,-118.0900922,34.1438988
144903,LEYLAND CYPRESS,CUPRESSOCYPARIS,LEYLANDII,Active,2926,,MORNINGSIDE,ST,6.0,2024-05-28,Pasadena,-118.0899645,34.1439019
144904,LEYLAND CYPRESS,CUPRESSOCYPARIS,LEYLANDII,Active,2926,,MORNINGSIDE,ST,6.0,2024-05-28,Pasadena,-118.0898893,34.1439029
144905,SPANISH DAGGER,YUCCA,GLORIOSA,Active,114,,EASTERN,AVE,59.0,2024-05-28,Pasadena,-118.0910051,34.1440033
144906,UNDER PROCESS FOR PLANT,UNDER PROCESS /PLANT,,Active,114,,EASTERN,AVE,2.0,2024-05-28,Pasadena,-118.0915913,34.143985
144907,UNDER PROCESS FOR PLANT,UNDER PROCESS /PLANT,,Active,114,,EASTERN,AVE,3.0,2024-05-28,Pasadena,-118.0915911,34.1439888
144908,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,114,,EASTERN,AVE,3.0,2024-05-28,Pasadena,-118.0915913,34.1439932
144909,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,114,,EASTERN,AVE,3.0,2024-05-28,Pasadena,-118.0915915,34.1439977
144919,LIVE OAK,QUERCUS,AGRIFOLIA,Active,111,,EASTERN,AVE,12.0,2024-05-28,Pasadena,-118.0920065,34.1439817
144920,WHITE BIRCH,BETULA,PENDULA,Active,111,,EASTERN,AVE,1.0,2024-05-28,Pasadena,-118.0918995,34.1439879
144921,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,15.0,2024-05-28,Pasadena,-118.0807414,34.1396677
144922,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,12.0,2024-05-28,Pasadena,-118.0806135,34.1396648
144923,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,3.0,2024-05-28,Pasadena,-118.0805856,34.1396677
144924,OLIVE,OLEA,EUROPAEA,Active,300,,MADRE,ST,12.0,2024-05-28,Pasadena,-118.0803909,34.1396694
144925,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,12.0,2024-05-28,Pasadena,-118.0802284,34.1396712
144926,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,3.0,2024-05-28,Pasadena,-118.0800082,34.1396749
144927,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,3.0,2024-05-28,Pasadena,-118.0797495,34.1396708
144928,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,8.0,2024-05-28,Pasadena,-118.0797191,34.139673
144929,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,,MADRE,ST,5.0,2024-05-28,Pasadena,-118.0791776,34.1396775
144930,ALEPPO PINE,PINUS,HALEPENSIS,Active,300,,MADRE,ST,0.0,2024-05-28,Pasadena,-118.0791306,34.1396786
144931,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,300,S,MADRE,ST,7.0,2024-05-28,Pasadena,-118.0790092,34.1403917
144932,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,300,S,MADRE,ST,4.0,2024-05-28,Pasadena,-118.0790083,34.1401797
144933,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,300,S,MADRE,ST,6.0,2024-05-28,Pasadena,-118.0790067,34.1399545
144934,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,S,MADRE,ST,13.0,2024-05-28,Pasadena,-118.0790287,34.1418352
144935,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,300,S,MADRE,ST,10.0,2024-05-28,Pasadena,-118.0790366,34.1416851
144936,LIVE OAK,QUERCUS,AGRIFOLIA,Active,300,S,MADRE,ST,13.0,2024-05-28,Pasadena,-118.079037,34.1415682
144937,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,300,S,MADRE,ST,9.0,2024-05-28,Pasadena,-118.0790369,34.1414592
144938,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,114,,EASTERN,AVE,2.0,2024-05-28,Pasadena,-118.0916223,34.1440493
144943,PLANTING SITE-SMALL,PLANTING SITE,SMALL,Active,132,S,SAN GABRIEL,BLVD,0.0,2024-05-28,Pasadena,-118.0943423,34.1438736
144944,STRAWBERRY TREE,ARBUTUS,UNEDO (MARINA),Active,2716,,SAN MARCOS,DR,6.0,2024-05-28,Pasadena,-118.0940709,34.1428732
144945,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,2711,E,DEL MAR,BLVD,4.0,2024-05-28,Pasadena,-118.0945107,34.1424537
144947,PLANTING SITE-SMALL,PLANTING SITE,SMALL,Active,2739,,MILLICENT,WAY,0.0,2024-05-28,Pasadena,-118.0937789,34.1413356
144949,BOTTLEBRUSH,CALLISTEMON,CITRINUS,Active,2710,,DIANA,ST,3.0,2024-05-28,Pasadena,-118.0945341,34.1391667
144950,PECAN,CARYA,ILLINOINENSIS,Active,2710,,DIANA,ST,4.0,2024-05-28,Pasadena,-118.0945282,34.1391715
144951,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2710,,DIANA,ST,5.0,2024-05-28,Pasadena,-118.0945367,34.1392195
144952,SAGO PALM,CYCAS,REVOLUTA,Active,2760,,DIANA,ST,12.0,2024-05-28,Pasadena,-118.0935102,34.1396378
144955,JUNIPER SPECIES,JUNIPERUS,SPP.,Active,2745,,DIANA,ST,9.0,2024-05-28,Pasadena,-118.0938141,34.1397422
144957,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2710,,DIANA,ST,11.0,2024-05-28,Pasadena,-118.0944729,34.1396426
144958,JACARANDA,JACARANDA,MIMOSIFOLIA,Active,2750,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0938475,34.1386896
144959,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2770,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0934477,34.1386646
144960,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2780,,YORKSHIRE,RD,7.0,2024-05-28,Pasadena,-118.0930051,34.1386463
144961,WINDMILL PALM,TRACHYCARPUS,FORTUNEI,Active,2780,,YORKSHIRE,RD,9.0,2024-05-28,Pasadena,-118.0929074,34.138676
144962,WINDMILL PALM,TRACHYCARPUS,FORTUNEI,Active,2780,,YORKSHIRE,RD,8.0,2024-05-28,Pasadena,-118.0928922,34.1387014
144963,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,2765,,YORKSHIRE,RD,6.0,2024-05-28,Pasadena,-118.0932993,34.1388068
144965,SAUCER MAGNOLIA,MAGNOLIA,SOULANGIANA,Active,2745,,YORKSHIRE,RD,5.0,2024-05-28,Pasadena,-118.0937001,34.1387997
144966,PLANTING SITE-MEDIUM,PLANTING SITE,MEDIUM,Active,2735,,YORKSHIRE,RD,0.0,2024-05-28,Pasadena,-118.0939947,34.1388033
144967,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,3.0,2024-05-28,Pasadena,-118.0945124,34.1386457
144968,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945177,34.1386354
144969,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.094519,34.1386277
144970,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945203,34.1386222
144971,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945199,34.1386174
144972,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,3.0,2024-05-28,Pasadena,-118.0945214,34.1386117
144973,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945214,34.138608
144976,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945214,34.1385918
144977,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.094521,34.1385856
144978,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.094521,34.1385827
144983,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945204,34.1385712
144985,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945197,34.1385625
144986,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945193,34.1385585
144987,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945189,34.1385522
144988,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945185,34.138548
144989,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945185,34.1385453
144990,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945182,34.1385422
144991,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0945182,34.1385398
144992,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945191,34.1385327
144993,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945187,34.1385255
144994,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945183,34.1385197
144995,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945187,34.1385134
144996,PHOTINIA,PHOTINIA,FRASERI,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0945187,34.1385083
145014,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,5.0,2024-05-28,Pasadena,-118.0944882,34.1386749
145015,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,3.0,2024-05-28,Pasadena,-118.0944747,34.1386804
145016,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,5.0,2024-05-28,Pasadena,-118.0944717,34.138671
145017,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,6.0,2024-05-28,Pasadena,-118.094456,34.1386838
145018,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0944556,34.1386734
145019,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,4.0,2024-05-28,Pasadena,-118.0944457,34.138682
145020,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,6.0,2024-05-28,Pasadena,-118.0944372,34.1386832
145021,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0944071,34.1386805
145022,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,10.0,2024-05-28,Pasadena,-118.0943851,34.1386796
145023,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0943715,34.1386888
145024,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,3.0,2024-05-28,Pasadena,-118.0943704,34.1386845
145025,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0943708,34.1386814
145026,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.0943704,34.1386781
145027,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,9.0,2024-05-28,Pasadena,-118.0943569,34.1386857
145028,PITTOSPORUM CRASSIFO,PITTOSPORUM,CRASSIFOLIUM,Active,2720,,YORKSHIRE,RD,20.0,2024-05-28,Pasadena,-118.0943436,34.1386845
145029,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,2.0,2024-05-28,Pasadena,-118.094329,34.1386854
145031,BRUSH CHERRY,EUGENIA,PANICULATA,Active,2720,,YORKSHIRE,RD,1.0,2024-05-28,Pasadena,-118.0943102,34.1386848
145037,LIVE OAK,QUERCUS,AGRIFOLIA,Active,2735,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0941011,34.1379423
145038,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,2735,,SAN PASQUAL,ST,8.0,2024-05-28,Pasadena,-118.093897,34.1379439
145039,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0945123,34.138219
145040,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945116,34.1382134
145041,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945119,34.1382084
145042,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945109,34.1382028
145043,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,5.0,2024-05-28,Pasadena,-118.0945116,34.1381964
145044,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,5.0,2024-05-28,Pasadena,-118.0945113,34.13819
145045,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0945109,34.1381841
145046,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945112,34.1381777
145047,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945109,34.1381726
145048,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945109,34.1381645
145049,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945102,34.138157
145050,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945102,34.1381506
145051,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945095,34.1381444
145052,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945092,34.1381374
145053,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945092,34.1381304
145054,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945098,34.1381235
145055,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2715,,SAN PASQUAL,ST,10.0,2024-05-28,Pasadena,-118.0945095,34.138112
145056,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2715,,SAN PASQUAL,ST,10.0,2024-05-28,Pasadena,-118.0945101,34.1381014
145057,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2715,,SAN PASQUAL,ST,10.0,2024-05-28,Pasadena,-118.0945111,34.1380913
145058,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0945121,34.1380846
145059,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2715,,SAN PASQUAL,ST,10.0,2024-05-28,Pasadena,-118.0945095,34.138081
145060,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2715,,SAN PASQUAL,ST,12.0,2024-05-28,Pasadena,-118.0945084,34.1380732
145061,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0945043,34.1380184
145062,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0945016,34.1380095
145063,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,8.0,2024-05-28,Pasadena,-118.0944976,34.1379994
145064,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,7.0,2024-05-28,Pasadena,-118.0944939,34.1379933
145065,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,5.0,2024-05-28,Pasadena,-118.0944915,34.1379879
145066,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0944806,34.137967
145067,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,5.0,2024-05-28,Pasadena,-118.0944497,34.1379553
145068,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0944275,34.1379531
145069,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,5.0,2024-05-28,Pasadena,-118.0944127,34.1379508
145070,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,8.0,2024-05-28,Pasadena,-118.0943965,34.1379486
145071,WESTERN RED CEDAR,THUJA,PLICATA,Active,2715,,SAN PASQUAL,ST,6.0,2024-05-28,Pasadena,-118.094367,34.1379375
145072,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,2715,,SAN PASQUAL,ST,15.0,2024-05-28,Pasadena,-118.0943636,34.1379548
145073,WESTERN RED CEDAR,THUJA,PLICATA,Active,2715,,SAN PASQUAL,ST,6.0,2024-05-28,Pasadena,-118.0943428,34.1379364
145074,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0943374,34.1379554
145075,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.09433,34.137952
145076,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.094326,34.1379476
145077,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0943219,34.1379442
145078,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0943166,34.1379409
145079,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0943145,34.1379369
145080,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0943092,34.1379347
145081,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0942873,34.1379339
145082,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,3.0,2024-05-28,Pasadena,-118.0942631,34.137935
145083,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,8.0,2024-05-28,Pasadena,-118.0942356,34.1379362
145084,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,2.0,2024-05-28,Pasadena,-118.0942154,34.137939
145085,CHINESE ELM,ULMUS,PARVIFOLIA,Active,2715,,SAN PASQUAL,ST,4.0,2024-05-28,Pasadena,-118.0941952,34.137939
145086,PEACH,PRUNUS,PERSICA,Active,2715,,MADRILLO,CT,1.0,2024-05-28,Pasadena,-118.0944495,34.1371848
145087,PLANTING SITE-MEDIUM,PLANTING SITE,MEDIUM,Active,2740,,MADRILLO,CT,0.0,2024-05-28,Pasadena,-118.0938626,34.1367572
145088,PLANTING SITE-MEDIUM,PLANTING SITE,MEDIUM,Active,2725,,MADRILLO,CT,0.0,2024-05-28,Pasadena,-118.0939924,34.1368843
145089,CRAPE MYRTLE,LAGERSTROEMIA,INDICA,Active,2889,,SAN PASQUAL,ST,11.0,2024-05-28,Pasadena,-118.0924779,34.1379731
